name
Spirodela polyrhiza
Sporobolus indicus
Stachys alpina
Stachys annua
Stachys arvensis
Stachys germanica
Stachys palustris
Stachys recta
Stachys sylvatica
Stellaria alsine
Stellaria graminea
Stellaria holostea
Stellaria media
Stellaria neglecta
Stellaria nemorum
Stellaria pallida
Stellaria palustris
Stipa gallica
Stuckenia pectinata
Succisa pratensis
Symphoricarpos albus
Symphyotrichum lanceolatum
Symphytum officinale
Syringa vulgaris
Tanacetum parthenium
Tanacetum vulgare
Taxus baccata
Teesdalia nudicaulis
Tephroseris helenitis
Teucrium botrys
Teucrium chamaedrys
Teucrium montanum
Teucrium scordium
Teucrium scorodonia
Thalictrum flavum
Thesium humifusum
Thlaspi arvense
Thymelaea passerina
Thymus praecox
Thymus pulegioides
Thysselinum palustre
Tilia platyphyllos
Tordylium maximum
Torilis arvensis
Torilis japonica
Torilis nodosa
Tragopogon dubius
Tragopogon pratensis
Tragus racemosus
Trichophorum cespitosum
Trifolium arvense
Trifolium aureum
Trifolium campestre
Trifolium dubium
Trifolium fragiferum
Trifolium glomeratum
Trifolium hybridum
Trifolium medium
Trifolium micranthum
Trifolium montanum
Trifolium nigrescens
Trifolium ochroleucon
Trifolium ornithopodioides
Trifolium patens
Trifolium pratense
Trifolium repens
Trifolium rubens
Trifolium scabrum
Trifolium striatum
Trifolium strictum
Trifolium subterraneum
Triglochin palustris
Trinia glauca
Tripleurospermum inodorum
Trisetum flavescens
Trocdaris verticillatum
Tuberaria guttata
Turgenia latifolia
Turritis glabra
Tussilago farfara
Typha angustifolia
Typha latifolia
Ulex europaeus
Ulex minor
Ulmus glabra
Ulmus laevis
Ulmus minor
Urtica dioica
Urtica urens
Utricularia australis
Utricularia intermedia
Utricularia minor
Utricularia vulgaris
Vaccaria hispanica
Vaccinium myrtillus
Vaccinium oxycoccos
Valeriana dioica
Valeriana officinalis
Valerianella coronata
Valerianella dentata
Valerianella eriocarpa
Valerianella locusta
Vallisneria spiralis
Verbascum blattaria
Verbascum densiflorum
Verbascum lychnitis
Verbascum nigrum
Verbascum phlomoides
Verbascum pulverulentum
Verbascum thapsus
Verbascum virgatum
Verbena officinalis
Veronica acinifolia
Veronica agrestis
Veronica anagallis-aquatica
Veronica anagalloides
Veronica arvensis
Veronica beccabunga
Veronica catenata
Veronica chamaedrys
Veronica filiformis
